projectname,classification,preprocess_comments
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,junit support
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,most like unknownel
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,store token just read next time
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check there suit method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,appropri suit method found don report ani error here sinc might perfectli normal
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,static util use most helper
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,that case first fn will fail with cnfe and will avoid
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ok fall back junit
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,let use it
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,when run labelsync view element sync perforc produc line output look like thi one error depot file label sync
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,use junit
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,attribut must set extern
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,tri extract test suit automat thi will gener warn class suitabl test
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,had except construct suit
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,task contain anyth could happen just add child contain
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,window and unix can ignor delimit and still have enough inform token correctli
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,off
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,return stack unfilt
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,constant pcli listversionedfil recurs format get understand
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,extract name directori from filenam
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,compil pre jdk even though thi should alway succeed
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check see target directori exist
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,end tri catch
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,need sinc project properti not access
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,creat zipfileset thi file and pass up
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,pre
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,junittestrunn
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,rethrow
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,wrap
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,implicit els ignor sinc have either unix rel path
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,default messag alway display
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,sort newest kaff version first
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,skip ab path not under basedir set
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,pre kaff
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,close output file requir
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,logon use specifi user name and password
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,initi size first text fragment with hope that it onli one
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,use resourc disallow inlin text thi similar use gnu with file argument stdin simpli ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,packag
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,off
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,packag
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,by default add file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,onli scan directori that can includ match file directori
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,avoid doubl scan directori can onli happen fast mode
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,file length check reli touch gener zero byte file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,rat should not happen
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,second web xml file skip
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,otherwis executejava ha thrown except
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,includ suppli set all
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check see warn not
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,no ad file yet
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,alway start from current ftp work dir
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,construct
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,cool case we not need scan all subdir rel path
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,thi should not happen except parent ha been delet anoth process
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,and rememb that did
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,hit hidden file assum not symlink
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,will caught and redirect ant log system
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,getrelativepath also find about symlink
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,add explicit resourc collect archiv
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,valid
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,warn that selector not support
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,do list need output stream creat now
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,father and child pattern test
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check it read onli map
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,discard most realli big resourc
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,open resourc
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,get file from fileset
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,find first non cach dir
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,could not chang tri creat
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,creat local temporari file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,imposs sinc our processlin doesn throw ioexcept
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,see should issu chmod command
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,don have check interfac sinc then taskclass would abstract too
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,if have redirectorel return decoy
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor thi class be use task doe not have set locat method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,srcindex
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,srcindex targetindex
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,target alreadi absolut file name
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,put newroot map includ pattern without wildcard token
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,targetindex end
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,end tri catch
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check buildfil store fileset properti
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,deleg delet local temp file delet task becaus race condit occur window
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,for microsoft ftp servic array with length return configur return list ms do format
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,targetindex
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,code and can produc ftp server indic that attempt creat directori ha fail becaus directori alreadi exist
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,for unix ftp server you can set default mask all file creat
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,action mk dir then specifi remot directori directori creat
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,thi case want find how much time span there between local and remot
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,srcindex
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,sock
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,thi may java thingi onli
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,simpl one shot execut
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,need nest read write element
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,may case insensit file system want result show what realli disk need doubl check
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,mask block from be edit all charact constant
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,target must specifi
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,must empti accord mock implement
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,contain abstractfileset both dirset and fileset
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,we have creat unlock label first
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,all three specifi but class miss null
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,need reset stream handler restart read pipe ahead and alway nest redirector
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,specifi resourc can such thing exist
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,specifi dir taskdef should exist sinc it locat buildfil use
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,target alreadi absolut file name
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,core class that exist system classpath not ignor with default ignoresystemclass valu
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,remov someth from default
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,don catch junit except
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,targetindex srcindex
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,srcindex end
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,srcindex end
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,readabl form paramet kind
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,targetfilepo
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,fill sourc file name
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,sourc eof and lookahead ctrl return eof not ctrl
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,here we pars output from chang into submit in order support default chang
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,thi skipempti fals
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,remov ani non numer char should leav chang number
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,if there new prioriti and differ chang
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,thi type output might happen chang renam chang and submit
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,match begin depot filespec
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,setup ant project
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,catch permiss denial and keep go
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,need escap descript case there
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,eof
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,xsltliaison
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,off input output error
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,here can either revert ani unchang file changelist or ani file regardless whether they have been chang not the whole process also accept filespec
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,write properti file back out
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,shouldn throw out deprec warn befor know wrong version ha been use
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,should come befor addconfigur map
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,overrid allow avail
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,setup selector
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,have file and out then process them
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,make sure destin directori exist
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,string string
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,process all directori mark style
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,onli resourc collect there better some
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,off off
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,get cach can check our thing
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,anyth els classnam
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,massag pcli lvf output transform get command work appropri
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,read back label spec from perforc replac option submit back perforc
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,processxml
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,sync say error when file up to date
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,sometim there info
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,reflect these into target
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,param
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,runtim direct
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,perforc task direct
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,opt and cmd opt rtfm
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,setter call ant
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check that both array have same size
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,test
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,attribut must set extern
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,get default set from environ mark would have done someth cool with introspect here
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,reset error flag befor execut command
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check api these it how cv doe it
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,privat static final string pcli lvf arg lvf aw
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,attribut
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check workspac exist launch pcli listversionedfil aw captur output build command line from what got format
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,default pvc project
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,creat folder workspac
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,add test class it classpath
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,plain imposs get here maybeconfigur should have thrown except
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,launch get output captur from pcli lvf
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,chang these through their get and set method
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,these field deal with includ and exclud
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check all properti that requir
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,finish execut task null allow it job thi use again new realth will made
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,search item thi server
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,disconnect from server
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,mac
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,tell how mani file check out
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,option logon connect necessari
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,instanc variabl allow cleanup
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,let selector it check
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,runtim
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,valid
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,alway display itemid object id and primari descriptor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,if work directori specifi then add command line
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,unknownel alway ha associ target
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,fail process document must delet target document will not attempt process second time
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,check
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,processor wasn specifi see trax avail not default xalan depend which classpath
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,find file attribut then act file otherwis act project
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,for perform reason import pre fetch all properti we need all item we search
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,extract algorithm name and config from selector output
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,return elementnam
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,here can set stylesheet resourc
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,we need thi item type primari descriptor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,doe thi item type have secondari descriptor so we need it
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,here cannot set stylesheet resourc but can set file so make attempt get file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,now build array properti name
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,pre fetch item properti and cach them
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,are name same
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,onli and exist
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,now search item select folder
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,convert whatev separ char starteam that target system
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,valu must given type say that mostli use
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,end with separ then strip off
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,return copi that caller must call settab chang state fixcrlf
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,chang all eol charact match calcul eol string configur so append trail eol that file end eol
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,onli want thi first time
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ignor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,return clean valu
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,are attribut same
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,class attribut
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,process all item thi folder
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,process all subfold recurs recurs on
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,class factori
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,get descriptor thi item type
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ensur that extern entiti resolv expect with xmlcatalog involv transform xml file that contain refer second xml file via document function the second xml file refer entiti stuff result into properti val
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,verbos mode onli
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,are sub element same
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,error messag string
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,show folder onli chang
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,show file lock
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,at thi point there one trail space remov list not empti
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,end verbos onli
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,initi test environ call bed
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,hidden constructor
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,now exit here properti alreadi set
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,add command checkoutfil commandlin
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,vss item
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,creat file
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,use launcher instead shell launcher vm
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,build command launcher and jvm run under
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,show primari descriptor there should alway one
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,ensur tstamp follow immut rule
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,invalid extens point
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,set properti project make sure that load properti with same name from xml file will not chang it
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,initi test environ call bed
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,calendar stuff
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,tri use jdk launcher
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,show secondari descriptor there one some item type have one some don
apache-ant-1.7.0,WITHOUT_CLASSIFICATION,chang item check out starteam file
